family_id,region,survey_type,satisfied_with_services,satisfied_case_management,involved_in_service_planning,gets_needed_information,services_meet_needs,respite_access_adequate,community_connections_support,would_recommend_services
FAM-01459,Long Island,Adult Family Survey,1,1,1,0,1,1,1,1
FAM-01460,Long Island,Child Family Survey,1,0,0,1,0,0,1,1
FAM-01461,Hudson Valley,Adult Family Survey,1,1,1,1,1,0,0,1
FAM-01462,Western New York,Family/Guardian Survey,1,1,1,1,1,1,1,1
FAM-01463,Capital Region,Family/Guardian Survey,0,0,1,0,1,0,1,1
FAM-01464,Long Island,Child Family Survey,1,1,1,0,0,1,1,0
FAM-01465,Southern Tier,Adult Family Survey,1,1,0,1,1,1,0,1
FAM-01466,Finger Lakes,Child Family Survey,1,1,1,1,1,0,1,1
FAM-01467,Western New York,Child Family Survey,1,0,1,0,1,1,0,1
FAM-01468,Long Island,Adult Family Survey,0,1,1,1,1,1,0,1
FAM-01469,New York City,Family/Guardian Survey,1,1,1,1,1,1,0,1
FAM-01470,New York City,Family/Guardian Survey,0,1,1,1,1,0,1,1
FAM-01471,Hudson Valley,Adult Family Survey,1,1,0,1,0,0,0,1
FAM-01472,Central New York,Adult Family Survey,1,0,1,1,1,1,1,1
FAM-01473,Hudson Valley,Child Family Survey,1,1,0,0,0,0,1,1
FAM-01474,Hudson Valley,Adult Family Survey,1,1,1,1,1,1,0,1
FAM-01475,Capital Region,Adult Family Survey,0,0,1,1,0,1,1,1
FAM-01476,Western New York,Adult Family Survey,1,1,1,1,1,0,0,0
FAM-01477,New York City,Family/Guardian Survey,1,0,0,1,1,0,1,1
FAM-01478,Hudson Valley,Adult Family Survey,0,1,1,0,1,0,0,1
FAM-01479,New York City,Family/Guardian Survey,1,1,1,1,1,0,1,1
FAM-01480,Central New York,Family/Guardian Survey,0,1,1,0,1,0,1,1
FAM-01481,North Country,Child Family Survey,1,1,1,1,0,1,1,0
FAM-01482,Finger Lakes,Family/Guardian Survey,1,1,1,1,0,1,1,1
FAM-01483,Long Island,Child Family Survey,1,1,1,0,0,1,0,1
FAM-01484,Long Island,Family/Guardian Survey,1,0,1,1,1,1,1,1
FAM-01485,Long Island,Child Family Survey,0,1,1,0,1,1,1,1
FAM-01486,Finger Lakes,Adult Family Survey,1,1,1,1,0,1,0,1
FAM-01487,Hudson Valley,Adult Family Survey,1,0,0,1,1,0,1,1
FAM-01488,Mohawk Valley,Child Family Survey,0,1,1,1,1,1,1,1
FAM-01489,Long Island,Adult Family Survey,1,1,1,1,0,0,1,0
FAM-01490,Southern Tier,Child Family Survey,1,0,1,1,1,0,1,1
FAM-01491,Capital Region,Family/Guardian Survey,1,1,0,0,1,1,1,0
FAM-01492,New York City,Adult Family Survey,1,0,1,1,1,1,1,1
FAM-01493,Southern Tier,Adult Family Survey,0,1,1,1,1,0,1,1
FAM-01494,New York City,Child Family Survey,1,1,1,1,1,1,0,0
FAM-01495,Long Island,Adult Family Survey,1,1,1,1,1,0,0,1
FAM-01496,Hudson Valley,Adult Family Survey,1,0,1,1,1,0,1,0
FAM-01497,Hudson Valley,Family/Guardian Survey,0,1,1,1,1,0,1,1
FAM-01498,Long Island,Family/Guardian Survey,1,1,1,1,1,0,0,0
FAM-01499,North Country,Family/Guardian Survey,1,1,1,1,1,1,1,0
FAM-01500,New York City,Adult Family Survey,1,1,1,1,1,1,1,1
FAM-01501,Southern Tier,Child Family Survey,0,1,1,1,1,0,1,1
FAM-01502,Capital Region,Adult Family Survey,0,0,1,1,1,0,1,0
FAM-01503,New York City,Family/Guardian Survey,1,1,1,1,1,1,1,1
FAM-01504,New York City,Family/Guardian Survey,1,1,1,0,0,0,0,1
FAM-01505,New York City,Child Family Survey,1,1,1,1,1,1,1,0
FAM-01506,New York City,Adult Family Survey,1,1,1,1,1,1,1,1
FAM-01507,North Country,Adult Family Survey,1,1,1,0,0,0,1,1
FAM-01508,Hudson Valley,Adult Family Survey,1,0,1,1,0,1,1,1
FAM-01509,Mohawk Valley,Adult Family Survey,1,1,1,1,1,1,1,0
FAM-01510,Southern Tier,Family/Guardian Survey,0,1,1,1,1,0,1,1
FAM-01511,Finger Lakes,Family/Guardian Survey,1,1,1,0,1,1,1,1
FAM-01512,Central New York,Family/Guardian Survey,1,1,1,1,0,1,0,1
FAM-01513,Western New York,Adult Family Survey,1,0,1,1,1,0,1,1
FAM-01514,Capital Region,Family/Guardian Survey,0,1,1,1,0,0,1,1
FAM-01515,Hudson Valley,Family/Guardian Survey,1,1,1,1,0,0,0,1
FAM-01516,New York City,Adult Family Survey,1,1,1,1,1,1,1,1
FAM-01517,Western New York,Child Family Survey,0,1,1,1,1,1,1,1
FAM-01518,Western New York,Adult Family Survey,0,0,1,1,1,0,1,0
FAM-01519,Mohawk Valley,Child Family Survey,1,0,1,1,1,0,1,1
FAM-01520,Hudson Valley,Child Family Survey,1,1,0,1,1,0,0,1
FAM-01521,Finger Lakes,Family/Guardian Survey,1,1,1,1,1,0,1,1
FAM-01522,Southern Tier,Family/Guardian Survey,1,0,0,1,1,1,0,1
FAM-01523,Central New York,Family/Guardian Survey,1,1,1,1,1,1,1,1
FAM-01524,New York City,Family/Guardian Survey,1,1,1,1,1,0,1,1
FAM-01525,Long Island,Family/Guardian Survey,1,1,1,0,1,0,1,1
FAM-01526,Long Island,Adult Family Survey,1,1,1,1,1,1,0,0
FAM-01527,New York City,Family/Guardian Survey,1,1,1,1,1,0,1,1
FAM-01528,Mohawk Valley,Adult Family Survey,1,1,1,0,1,0,1,1
FAM-01529,New York City,Family/Guardian Survey,1,1,1,1,1,0,1,1
FAM-01530,Southern Tier,Child Family Survey,1,0,1,1,1,0,1,0
FAM-01531,North Country,Adult Family Survey,1,0,1,1,1,1,1,0
FAM-01532,New York City,Adult Family Survey,1,1,1,1,1,0,1,1
FAM-01533,New York City,Child Family Survey,1,1,1,1,1,1,1,1
FAM-01534,Finger Lakes,Family/Guardian Survey,1,1,1,1,1,1,1,1
FAM-01535,Western New York,Family/Guardian Survey,1,0,1,1,0,1,0,1
FAM-01536,North Country,Adult Family Survey,1,0,1,0,1,1,0,1
FAM-01537,Long Island,Adult Family Survey,1,1,1,1,1,1,1,1
FAM-01538,Central New York,Family/Guardian Survey,0,1,1,1,1,1,1,1
FAM-01539,Hudson Valley,Adult Family Survey,1,1,1,0,1,1,1,0
FAM-01540,Capital Region,Child Family Survey,1,1,0,0,1,1,1,1
FAM-01541,Long Island,Adult Family Survey,1,1,1,0,1,0,1,1
FAM-01542,Southern Tier,Family/Guardian Survey,0,1,1,0,1,1,1,0
FAM-01543,Capital Region,Child Family Survey,1,1,0,0,0,1,1,0
FAM-01544,New York City,Family/Guardian Survey,1,1,1,1,1,0,0,1
FAM-01545,Hudson Valley,Adult Family Survey,1,1,1,1,1,1,0,1
FAM-01546,Long Island,Adult Family Survey,1,1,1,0,1,1,0,1
FAM-01547,New York City,Adult Family Survey,1,1,1,1,1,0,1,1
FAM-01548,Long Island,Adult Family Survey,1,0,0,1,1,0,0,1
FAM-01549,Southern Tier,Child Family Survey,1,0,1,1,1,1,0,0
FAM-01550,Long Island,Family/Guardian Survey,0,0,1,1,0,0,0,1
FAM-01551,New York City,Family/Guardian Survey,0,1,1,1,1,1,0,1
FAM-01552,New York City,Child Family Survey,1,0,1,1,1,1,0,1
FAM-01553,New York City,Child Family Survey,1,1,0,0,1,1,1,1
FAM-01554,Finger Lakes,Family/Guardian Survey,1,1,1,0,1,1,1,1
FAM-01555,Hudson Valley,Family/Guardian Survey,1,1,1,1,1,1,1,1
FAM-01556,Central New York,Adult Family Survey,1,1,1,0,1,1,1,0
FAM-01557,Hudson Valley,Child Family Survey,1,1,1,1,1,1,0,1
FAM-01558,Hudson Valley,Family/Guardian Survey,0,1,0,1,0,0,0,1
FAM-01559,New York City,Family/Guardian Survey,1,1,1,1,1,1,1,0
FAM-01560,Long Island,Adult Family Survey,1,1,0,1,0,1,0,1
FAM-01561,New York City,Family/Guardian Survey,1,1,1,1,1,1,0,1
FAM-01562,Long Island,Adult Family Survey,1,1,0,1,0,0,0,1
FAM-01563,New York City,Adult Family Survey,1,0,0,1,1,0,0,1
FAM-01564,Capital Region,Family/Guardian Survey,1,0,1,0,1,0,1,1
FAM-01565,Hudson Valley,Family/Guardian Survey,1,1,1,1,1,1,0,1
FAM-01566,Hudson Valley,Child Family Survey,0,1,1,1,1,1,0,1
FAM-01567,Hudson Valley,Family/Guardian Survey,1,0,1,0,0,0,1,1
FAM-01568,Capital Region,Child Family Survey,0,0,1,1,0,1,0,0
FAM-01569,Hudson Valley,Child Family Survey,0,1,1,0,1,0,1,1
FAM-01570,Capital Region,Family/Guardian Survey,1,1,1,0,0,0,0,1
FAM-01571,Hudson Valley,Family/Guardian Survey,1,1,1,1,0,1,1,1
FAM-01572,Long Island,Family/Guardian Survey,1,0,1,0,1,0,0,1
FAM-01573,Southern Tier,Child Family Survey,1,1,0,1,1,0,1,1
FAM-01574,Central New York,Family/Guardian Survey,0,1,1,1,0,1,0,0
FAM-01575,Central New York,Adult Family Survey,1,1,0,1,1,1,1,1
FAM-01576,New York City,Adult Family Survey,1,1,1,1,1,1,1,1
FAM-01577,Western New York,Adult Family Survey,0,0,1,1,1,0,1,1
FAM-01578,Long Island,Child Family Survey,1,1,1,1,0,0,0,1
FAM-01579,New York City,Family/Guardian Survey,0,1,1,1,1,1,1,1
FAM-01580,Hudson Valley,Adult Family Survey,1,1,1,0,1,0,0,1
FAM-01581,Hudson Valley,Family/Guardian Survey,1,1,1,1,1,1,0,1
FAM-01582,New York City,Family/Guardian Survey,1,1,1,0,1,1,1,1
FAM-01583,Southern Tier,Adult Family Survey,1,1,1,1,1,1,0,1
FAM-01584,Long Island,Family/Guardian Survey,1,1,0,0,0,0,1,1
FAM-01585,New York City,Adult Family Survey,1,1,1,0,1,0,1,1
FAM-01586,New York City,Family/Guardian Survey,1,1,1,0,1,1,1,1
FAM-01587,New York City,Adult Family Survey,1,1,1,1,1,1,1,1
FAM-01588,Long Island,Family/Guardian Survey,1,1,1,1,1,1,1,1
FAM-01589,Southern Tier,Adult Family Survey,1,1,0,0,1,1,1,1
FAM-01590,Western New York,Family/Guardian Survey,0,0,1,0,0,1,0,1
FAM-01591,New York City,Adult Family Survey,1,1,1,1,0,1,1,1
FAM-01592,Hudson Valley,Adult Family Survey,1,0,1,1,0,1,0,1
FAM-01593,Long Island,Child Family Survey,1,1,1,0,0,0,0,1
FAM-01594,Hudson Valley,Child Family Survey,1,0,1,1,1,1,0,1
FAM-01595,Hudson Valley,Family/Guardian Survey,1,0,1,1,1,0,1,0
FAM-01596,New York City,Family/Guardian Survey,1,0,1,1,1,1,1,1
FAM-01597,Long Island,Child Family Survey,1,0,1,1,0,1,0,1
FAM-01598,New York City,Adult Family Survey,1,1,0,1,0,1,1,0
FAM-01599,Capital Region,Family/Guardian Survey,0,1,1,0,1,1,0,0
FAM-01600,Southern Tier,Adult Family Survey,0,1,1,1,0,1,1,1
FAM-01601,Mohawk Valley,Adult Family Survey,1,1,0,1,1,1,1,0
FAM-01602,New York City,Child Family Survey,1,1,1,1,1,1,0,1
FAM-01603,Hudson Valley,Adult Family Survey,0,1,1,0,1,1,1,1
FAM-01604,New York City,Child Family Survey,0,1,1,0,1,1,1,0
FAM-01605,Hudson Valley,Family/Guardian Survey,1,1,0,0,1,0,1,1
FAM-01606,New York City,Adult Family Survey,1,1,1,1,0,1,1,0
FAM-01607,Finger Lakes,Family/Guardian Survey,1,1,1,1,1,0,1,1
FAM-01608,New York City,Family/Guardian Survey,0,1,1,1,1,0,1,1
FAM-01609,Southern Tier,Family/Guardian Survey,1,1,1,0,1,0,1,1
FAM-01610,Western New York,Adult Family Survey,1,1,0,1,0,0,0,0
FAM-01611,New York City,Child Family Survey,1,1,1,1,1,1,1,0
FAM-01612,Finger Lakes,Family/Guardian Survey,0,1,1,1,1,0,1,1
FAM-01613,Central New York,Child Family Survey,0,1,1,0,1,1,1,1
FAM-01614,Hudson Valley,Child Family Survey,0,1,1,0,1,0,1,1
FAM-01615,Capital Region,Child Family Survey,0,1,1,0,1,0,1,0
FAM-01616,Hudson Valley,Family/Guardian Survey,1,1,1,1,1,1,1,1
FAM-01617,New York City,Family/Guardian Survey,1,1,1,0,0,1,0,1
FAM-01618,Western New York,Adult Family Survey,1,1,1,0,0,1,1,1
FAM-01619,Southern Tier,Family/Guardian Survey,1,0,1,1,1,1,0,1
FAM-01620,Capital Region,Adult Family Survey,1,1,1,0,1,0,1,1
FAM-01621,Mohawk Valley,Adult Family Survey,0,1,1,0,1,0,0,1
FAM-01622,Capital Region,Child Family Survey,1,0,1,0,0,1,0,1
FAM-01623,New York City,Adult Family Survey,1,0,1,1,1,1,1,1
FAM-01624,Capital Region,Child Family Survey,1,1,1,0,1,1,1,1
FAM-01625,Finger Lakes,Family/Guardian Survey,1,1,1,1,1,0,1,1
FAM-01626,Finger Lakes,Family/Guardian Survey,1,1,1,1,1,0,1,1
FAM-01627,Hudson Valley,Family/Guardian Survey,1,0,1,1,1,0,1,0
FAM-01628,New York City,Adult Family Survey,1,1,1,1,0,1,1,0
FAM-01629,North Country,Family/Guardian Survey,1,1,1,1,1,0,1,1
FAM-01630,Western New York,Family/Guardian Survey,0,0,0,0,1,1,0,1
FAM-01631,Western New York,Child Family Survey,1,1,0,1,0,0,0,0
FAM-01632,Southern Tier,Adult Family Survey,1,1,0,1,1,1,0,1
FAM-01633,Hudson Valley,Child Family Survey,1,1,0,1,0,1,1,1
FAM-01634,Southern Tier,Family/Guardian Survey,1,1,0,1,1,0,1,1
FAM-01635,New York City,Child Family Survey,1,0,1,1,1,1,1,1
FAM-01636,Long Island,Child Family Survey,1,1,1,1,1,0,0,1
FAM-01637,New York City,Child Family Survey,1,1,1,1,1,1,1,0
FAM-01638,Long Island,Family/Guardian Survey,1,1,1,1,1,0,1,1
FAM-01639,New York City,Family/Guardian Survey,1,0,1,1,1,0,0,1
FAM-01640,New York City,Family/Guardian Survey,1,1,1,0,1,1,1,1
FAM-01641,Central New York,Family/Guardian Survey,1,1,1,0,0,0,0,1
FAM-01642,Finger Lakes,Adult Family Survey,1,1,1,0,1,1,0,1
FAM-01643,Hudson Valley,Family/Guardian Survey,0,1,1,0,0,0,1,1
FAM-01644,Long Island,Family/Guardian Survey,1,1,1,1,1,1,1,0
FAM-01645,Western New York,Family/Guardian Survey,1,0,1,1,1,1,0,0
FAM-01646,Hudson Valley,Adult Family Survey,1,1,1,1,1,0,1,1
FAM-01647,Long Island,Adult Family Survey,1,1,0,1,1,0,1,0
FAM-01648,Southern Tier,Child Family Survey,1,0,0,1,1,1,1,0
FAM-01649,Hudson Valley,Child Family Survey,1,1,1,0,1,1,1,1
FAM-01650,Western New York,Adult Family Survey,1,1,0,1,1,1,0,1
FAM-01651,Central New York,Family/Guardian Survey,1,0,1,0,1,0,0,0
FAM-01652,Finger Lakes,Child Family Survey,1,1,1,1,1,0,1,0
FAM-01653,New York City,Family/Guardian Survey,0,1,1,1,1,1,1,1
FAM-01654,Finger Lakes,Family/Guardian Survey,1,1,1,1,0,0,0,1
FAM-01655,Capital Region,Adult Family Survey,0,1,1,1,1,0,0,1
FAM-01656,Long Island,Family/Guardian Survey,1,1,1,1,1,0,0,1
FAM-01657,New York City,Family/Guardian Survey,1,1,1,0,1,1,1,1
FAM-01658,Western New York,Child Family Survey,1,0,1,0,1,1,1,0
FAM-01659,Hudson Valley,Child Family Survey,1,1,0,0,1,1,1,1
FAM-01660,Long Island,Adult Family Survey,1,1,1,1,1,0,0,1
FAM-01661,Central New York,Child Family Survey,1,1,1,0,0,1,0,1
FAM-01662,Hudson Valley,Family/Guardian Survey,1,1,0,1,1,0,0,1
FAM-01663,New York City,Family/Guardian Survey,1,1,1,1,1,1,1,1
FAM-01664,Hudson Valley,Family/Guardian Survey,0,1,1,1,1,0,1,1
FAM-01665,New York City,Family/Guardian Survey,1,1,1,0,1,1,1,1
FAM-01666,New York City,Child Family Survey,1,1,1,1,1,1,1,0
FAM-01667,Long Island,Family/Guardian Survey,1,1,1,1,1,1,1,1
FAM-01668,New York City,Child Family Survey,0,1,1,1,1,1,0,1
FAM-01669,Central New York,Adult Family Survey,1,1,1,1,1,0,0,1
FAM-01670,Central New York,Adult Family Survey,0,1,0,0,1,0,0,1
FAM-01671,Long Island,Adult Family Survey,1,1,0,1,0,1,1,0
FAM-01672,Long Island,Child Family Survey,0,1,0,0,1,1,1,0
FAM-01673,New York City,Family/Guardian Survey,1,1,1,1,1,1,0,1
FAM-01674,Mohawk Valley,Child Family Survey,1,1,1,0,1,0,0,1
FAM-01675,Central New York,Child Family Survey,1,1,1,1,1,0,0,0
FAM-01676,New York City,Family/Guardian Survey,1,1,1,0,0,0,1,1
FAM-01677,Hudson Valley,Adult Family Survey,1,0,1,1,1,0,1,1
FAM-01678,Hudson Valley,Adult Family Survey,0,1,0,1,0,1,0,1
FAM-01679,Capital Region,Child Family Survey,0,0,1,0,1,0,0,1
FAM-01680,Finger Lakes,Adult Family Survey,1,1,1,1,1,1,1,1
FAM-01681,New York City,Family/Guardian Survey,1,1,1,1,1,1,0,0
FAM-01682,Capital Region,Family/Guardian Survey,1,1,0,0,1,0,0,0
FAM-01683,Western New York,Adult Family Survey,1,1,1,0,0,1,1,0
FAM-01684,Long Island,Family/Guardian Survey,1,1,1,0,1,1,1,1
FAM-01685,Finger Lakes,Family/Guardian Survey,1,1,1,1,1,1,1,1
FAM-01686,New York City,Adult Family Survey,1,1,1,1,1,1,1,1
FAM-01687,Capital Region,Adult Family Survey,1,1,1,1,1,1,0,0
FAM-01688,Western New York,Adult Family Survey,1,1,1,0,1,0,0,1
FAM-01689,Capital Region,Child Family Survey,1,0,1,0,1,0,1,1
FAM-01690,New York City,Adult Family Survey,0,1,1,1,1,1,1,1
FAM-01691,Capital Region,Child Family Survey,1,1,1,0,1,0,0,1
FAM-01692,Southern Tier,Child Family Survey,1,1,1,1,0,1,0,1
FAM-01693,Capital Region,Adult Family Survey,1,1,1,1,1,0,0,0
FAM-01694,New York City,Child Family Survey,1,0,1,1,0,0,1,1
FAM-01695,New York City,Family/Guardian Survey,1,1,0,0,0,1,0,1
FAM-01696,Long Island,Child Family Survey,1,1,1,1,0,1,1,1
FAM-01697,Southern Tier,Family/Guardian Survey,1,1,1,1,1,1,0,0
FAM-01698,New York City,Adult Family Survey,1,1,0,1,0,1,1,1
FAM-01699,Hudson Valley,Child Family Survey,1,1,0,1,1,1,1,1
FAM-01700,Central New York,Child Family Survey,1,1,1,0,0,0,1,0
FAM-01701,Western New York,Adult Family Survey,1,1,1,0,0,1,1,1
FAM-01702,Central New York,Family/Guardian Survey,0,1,0,1,0,0,0,1
FAM-01703,New York City,Adult Family Survey,1,1,1,0,1,1,1,0
FAM-01704,Capital Region,Family/Guardian Survey,0,1,1,1,0,0,1,1
FAM-01705,Hudson Valley,Child Family Survey,1,0,1,1,1,1,1,1
FAM-01706,Finger Lakes,Adult Family Survey,1,1,1,1,0,1,1,1
FAM-01707,Long Island,Child Family Survey,1,1,0,1,1,0,1,0
FAM-01708,Central New York,Child Family Survey,0,0,1,1,0,1,1,1
FAM-01709,New York City,Adult Family Survey,1,0,1,1,1,1,1,1
FAM-01710,Finger Lakes,Child Family Survey,1,0,1,1,1,1,0,1
FAM-01711,New York City,Adult Family Survey,1,1,1,1,0,1,0,0
FAM-01712,Long Island,Adult Family Survey,0,1,1,1,0,0,0,1
FAM-01713,New York City,Adult Family Survey,1,1,1,0,1,0,0,1
FAM-01714,New York City,Adult Family Survey,1,1,1,1,1,0,1,1
FAM-01715,Long Island,Family/Guardian Survey,1,1,0,0,1,0,1,1
FAM-01716,North Country,Adult Family Survey,1,0,1,1,1,1,1,0
FAM-01717,New York City,Child Family Survey,1,1,1,0,1,1,0,1
FAM-01718,Finger Lakes,Child Family Survey,1,1,1,0,1,1,1,0
FAM-01719,Long Island,Child Family Survey,1,1,1,1,0,1,0,1
FAM-01720,Long Island,Adult Family Survey,1,1,1,1,1,0,0,0
FAM-01721,Central New York,Adult Family Survey,1,1,1,1,0,0,0,1
FAM-01722,New York City,Child Family Survey,1,1,1,1,1,1,1,0
FAM-01723,New York City,Family/Guardian Survey,1,1,1,1,0,0,1,1
FAM-01724,New York City,Adult Family Survey,1,1,1,1,0,0,1,1
FAM-01725,Southern Tier,Child Family Survey,1,1,1,1,1,0,1,1
FAM-01726,Hudson Valley,Adult Family Survey,1,1,1,1,1,0,1,1
FAM-01727,Long Island,Adult Family Survey,0,1,1,1,1,0,1,1
FAM-01728,New York City,Family/Guardian Survey,1,1,0,1,1,1,0,1
FAM-01729,Central New York,Child Family Survey,1,1,1,1,1,0,0,1
FAM-01730,New York City,Adult Family Survey,1,1,1,1,0,1,1,1
FAM-01731,New York City,Family/Guardian Survey,1,1,1,1,1,0,1,1
FAM-01732,North Country,Family/Guardian Survey,1,0,1,0,0,0,0,1
FAM-01733,Central New York,Family/Guardian Survey,1,1,1,1,1,1,0,1
FAM-01734,Southern Tier,Child Family Survey,1,1,1,0,1,1,1,1
FAM-01735,Hudson Valley,Child Family Survey,1,1,1,1,1,0,1,0
FAM-01736,Finger Lakes,Adult Family Survey,1,0,1,1,1,1,0,1
FAM-01737,Hudson Valley,Family/Guardian Survey,1,1,1,0,0,0,0,1
FAM-01738,Western New York,Child Family Survey,1,1,1,1,1,0,1,1
FAM-01739,New York City,Family/Guardian Survey,0,1,1,1,1,1,1,1
FAM-01740,Western New York,Family/Guardian Survey,1,1,1,1,1,0,1,0
FAM-01741,Long Island,Adult Family Survey,1,1,0,0,1,0,0,1
FAM-01742,Long Island,Child Family Survey,0,1,1,1,1,1,1,1
FAM-01743,Long Island,Family/Guardian Survey,1,1,1,1,0,0,1,1
FAM-01744,Finger Lakes,Child Family Survey,1,1,0,0,1,0,1,1
FAM-01745,Hudson Valley,Child Family Survey,1,1,1,1,1,0,0,1
FAM-01746,Capital Region,Adult Family Survey,1,1,1,0,0,0,1,0
FAM-01747,Capital Region,Adult Family Survey,0,1,0,0,0,1,1,1
FAM-01748,Finger Lakes,Child Family Survey,1,1,1,0,1,1,0,0
FAM-01749,Long Island,Adult Family Survey,1,1,1,1,1,0,1,1
FAM-01750,Long Island,Adult Family Survey,1,1,1,0,1,1,1,0
FAM-01751,Long Island,Child Family Survey,1,1,1,1,0,1,0,1
FAM-01752,Western New York,Child Family Survey,1,0,1,1,0,1,1,0
FAM-01753,Long Island,Family/Guardian Survey,1,1,1,0,0,0,0,1
FAM-01754,New York City,Family/Guardian Survey,1,1,1,0,1,0,1,1
FAM-01755,Long Island,Family/Guardian Survey,1,1,1,0,1,0,1,1
FAM-01756,Hudson Valley,Adult Family Survey,0,1,1,1,1,0,1,1
FAM-01757,Long Island,Family/Guardian Survey,0,1,1,0,0,0,1,1
FAM-01758,Capital Region,Adult Family Survey,0,1,1,0,1,0,0,1
FAM-01759,New York City,Adult Family Survey,1,1,1,1,1,1,0,1
FAM-01760,New York City,Child Family Survey,1,1,1,1,1,1,1,1
FAM-01761,Central New York,Child Family Survey,0,1,1,0,1,0,1,1
FAM-01762,Hudson Valley,Family/Guardian Survey,1,1,1,0,1,0,1,0
FAM-01763,New York City,Child Family Survey,1,1,1,1,0,1,0,1
FAM-01764,Mohawk Valley,Adult Family Survey,1,1,1,1,1,1,0,1
FAM-01765,Hudson Valley,Child Family Survey,1,1,1,1,1,1,0,0
FAM-01766,Central New York,Child Family Survey,1,0,1,0,1,0,0,1
FAM-01767,Central New York,Adult Family Survey,1,0,1,0,1,0,1,1
FAM-01768,Long Island,Child Family Survey,0,1,1,1,1,1,1,0
FAM-01769,Southern Tier,Child Family Survey,0,1,1,1,1,0,0,1
FAM-01770,New York City,Family/Guardian Survey,1,1,1,1,1,0,1,1
FAM-01771,Long Island,Adult Family Survey,1,1,1,1,1,1,1,1
FAM-01772,Capital Region,Child Family Survey,0,0,1,1,0,0,0,0
FAM-01773,New York City,Adult Family Survey,1,0,1,0,1,0,0,1
FAM-01774,Western New York,Family/Guardian Survey,1,1,1,1,0,1,1,1
FAM-01775,Hudson Valley,Family/Guardian Survey,0,1,1,1,1,0,1,1
FAM-01776,Finger Lakes,Child Family Survey,0,1,1,1,1,0,0,1
FAM-01777,Finger Lakes,Adult Family Survey,1,1,1,1,1,1,0,1
FAM-01778,Hudson Valley,Adult Family Survey,1,1,1,1,0,0,1,1
FAM-01779,Hudson Valley,Child Family Survey,1,1,0,0,1,1,1,1
FAM-01780,New York City,Child Family Survey,1,1,1,0,1,0,1,0
FAM-01781,Southern Tier,Child Family Survey,0,1,1,1,0,0,1,1
FAM-01782,Long Island,Adult Family Survey,1,1,1,1,1,1,1,1
FAM-01783,Hudson Valley,Adult Family Survey,1,0,1,1,1,1,0,1
FAM-01784,New York City,Adult Family Survey,1,1,1,0,1,0,0,1
FAM-01785,New York City,Child Family Survey,1,1,1,1,1,1,1,1
FAM-01786,Central New York,Adult Family Survey,0,1,0,1,1,0,0,1
FAM-01787,Hudson Valley,Family/Guardian Survey,1,1,1,1,1,0,1,0
FAM-01788,Long Island,Adult Family Survey,1,1,1,1,1,1,1,0
FAM-01789,Western New York,Adult Family Survey,1,1,0,0,1,1,0,0
FAM-01790,Western New York,Family/Guardian Survey,0,0,1,0,0,0,1,1
FAM-01791,Hudson Valley,Adult Family Survey,1,1,1,1,1,1,0,1
FAM-01792,Mohawk Valley,Family/Guardian Survey,1,1,1,0,1,1,0,1
FAM-01793,North Country,Child Family Survey,1,0,1,1,1,1,0,1
FAM-01794,Southern Tier,Child Family Survey,1,1,1,1,1,0,1,0
FAM-01795,Finger Lakes,Family/Guardian Survey,1,0,1,0,0,0,0,1
FAM-01796,New York City,Family/Guardian Survey,1,1,1,1,1,1,1,1
FAM-01797,Capital Region,Adult Family Survey,1,0,1,0,1,1,1,1
FAM-01798,Long Island,Adult Family Survey,1,1,1,1,1,0,1,1
FAM-01799,New York City,Family/Guardian Survey,1,1,1,1,1,1,0,0
FAM-01800,Mohawk Valley,Family/Guardian Survey,1,1,1,1,0,1,1,0
FAM-01801,New York City,Family/Guardian Survey,0,1,1,1,1,0,1,0
FAM-01802,Capital Region,Family/Guardian Survey,1,1,1,0,0,1,1,1
FAM-01803,Hudson Valley,Child Family Survey,0,0,1,1,1,1,1,1
FAM-01804,New York City,Adult Family Survey,1,1,1,1,1,1,1,1
FAM-01805,New York City,Adult Family Survey,1,0,1,0,1,1,0,1
FAM-01806,Hudson Valley,Adult Family Survey,1,1,1,1,1,0,0,0
FAM-01807,Capital Region,Adult Family Survey,1,0,1,1,0,0,0,1
FAM-01808,Long Island,Child Family Survey,0,1,0,1,1,1,1,0
FAM-01809,Central New York,Child Family Survey,0,0,0,1,1,0,1,0
FAM-01810,Long Island,Child Family Survey,1,1,1,1,1,0,1,1
FAM-01811,Finger Lakes,Adult Family Survey,1,1,1,0,0,0,0,1
FAM-01812,Capital Region,Child Family Survey,1,1,1,0,0,1,1,0
FAM-01813,Hudson Valley,Family/Guardian Survey,1,1,0,1,0,1,0,0
FAM-01814,New York City,Family/Guardian Survey,1,0,1,1,1,0,1,1
FAM-01815,New York City,Child Family Survey,1,1,1,0,1,1,1,1
FAM-01816,Central New York,Adult Family Survey,0,1,1,1,1,1,1,0
FAM-01817,Western New York,Adult Family Survey,1,1,0,1,1,1,1,1
FAM-01818,Central New York,Family/Guardian Survey,1,0,1,0,1,0,0,1
FAM-01819,Hudson Valley,Child Family Survey,0,1,1,1,0,1,0,0
FAM-01820,Finger Lakes,Adult Family Survey,1,1,1,1,1,1,1,1
FAM-01821,New York City,Adult Family Survey,1,1,1,1,1,0,1,1
FAM-01822,Hudson Valley,Adult Family Survey,1,1,1,0,1,1,1,1
